Prompt,Response,Description,Testcase name
Generate a robot framework test case for testing to Validate Customer Is Not Able To Process Partial Payment For More Than Two Invoices Without Giving Notes For All functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is not able to process partial payment for more than two invoices without giving notes for all functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVOICE_DETAILS}           invoice_details

*** Test Cases ***
Validate Not Able To Process Partial Payment For More Than Two Invoices Without Notes
    [Documentation]    Test case for validating that the customer is not able to process partial payment for more than two invoices without giving notes for all functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Navigate To Invoices Page
    Select More Than Two Invoices
    Enter Partial Payment Amounts
    Attempt To Process Payment Without Notes
    Validate Error Message Displayed    ${INVOICE_DETAILS}",This test case checks the validation for processing partial payment for more than two invoices without giving notes for all functionality of the PayNOW datadriver.,Validate Not Able To Process Partial Payment For More Than Two Invoices Without Notes
Generate a robot framework test case for testing to Validate Customer Is Unable To Change Amount To Pay To A Negative Value Or Value More Than Amount Due functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is unable to change amount to pay to a negative value or value more than amount due functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVOICE_DETAILS}           invoice_details

*** Test Cases ***
Validate Unable To Change Amount To Pay To Negative Or More Than Amount Due
    [Documentation]    Test case for validating that the customer is unable to change amount to pay to a negative value or value more than amount due functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Navigate To Invoices Page
    Select Invoice
    Attempt To Change Amount To Negative Value
    Validate Error Message Displayed    ${INVOICE_DETAILS}
    Attempt To Change Amount To More Than Amount Due
    Validate Error Message Displayed    ${INVOICE_DETAILS}",This test case checks the validation for changing amount to pay to a negative value or value more than amount due functionality of the PayNOW datadriver.,Validate Unable To Change Amount To Pay To Negative Or More Than Amount Due
Generate a robot framework test case for testing to Validate Checkbox For An Invoice Gets Unchecked When Zero Amount To Pay Is Entered For That Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the checkbox for an invoice gets unchecked when zero amount to pay is entered for that invoice functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVOICE_DETAILS}           invoice_details

*** Test Cases ***
Validate Checkbox Unchecked When Zero Amount To Pay Entered
    [Documentation]    Test case for validating that the checkbox for an invoice gets unchecked when zero amount to pay is entered for that invoice functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Navigate To Invoices Page
    Select Invoice
    Enter Zero Amount To Pay
    Validate Checkbox Gets Unchecked    ${INVOICE_DETAILS}",This test case checks the validation for checkbox getting unchecked for an invoice when zero amount to pay is entered for that invoice functionality of the PayNOW datadriver.,Validate Checkbox Unchecked When Zero Amount To Pay Entered
Generate a robot framework test case for testing to Validate Checkbox For An Invoice Gets Checkedorticked When A Non-zero Amount Is Entered In 'Amount To Pay' For That Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the checkbox for an invoice gets checked/ticked when a non-zero amount is entered in 'Amount To Pay' for that invoice functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVOICE_DETAILS}           invoice_details

*** Test Cases ***
Validate Checkbox Checked When Non-zero Amount Entered
    [Documentation]    Test case for validating that the checkbox for an invoice gets checked/ticked when a non-zero amount is entered in 'Amount To Pay' for that invoice functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Navigate To Invoices Page
    Select Invoice
    Enter Non-zero Amount To Pay
    Validate Checkbox Gets Checked    ${INVOICE_DETAILS}",This test case checks the validation for the checkbox getting checked/ticked when a non-zero amount is entered in 'Amount To Pay' for that invoice functionality of the PayNOW datadriver.,Validate Checkbox Checked When Non-zero Amount Entered
Generate a robot framework test case for testing to Validate Customers Is Able To View All Invoices Associated With The Account Number In Open Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customers are able to view all invoices associated with the account number in open invoices functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${ACCOUNT_NUMBER}            account_number
${INVOICE_DETAILS}           invoice_details

*** Test Cases ***
Validate View All Invoices Associated With Account Number
    [Documentation]    Test case for validating that the customers are able to view all invoices associated with the account number in open invoices functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Account Number    ${ACCOUNT_NUMBER}
    Navigate To Open Invoices Page
    Validate All Invoices Displayed    ${INVOICE_DETAILS}",This test case checks the validation for viewing all invoices associated with the account number in open invoices functionality of the PayNOW datadriver.,Validate View All Invoices Associated With Account Number
Generate a robot framework test case for testing to Validate Customer Is Able To Enter PayNOW Without Invoice Number And Unable To Login With invoice Without Entering Valid Invoice Number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to enter PayNOW without invoice number and unable to login with invoice without entering valid invoice number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVALID_INVOICE_NUMBER}    invalid_invoice_number

*** Test Cases ***
Validate Enter PayNOW Without Invoice Number And Unable To Login With Invalid Invoice
    [Documentation]    Test case for validating that the customer is able to enter PayNOW without invoice number and unable to login with invoice without entering valid invoice number functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Attempt To Login Without Invoice Number
    Validate Unable To Login    ${INVALID_INVOICE_NUMBER}
    Attempt To Login With Invalid Invoice Number
    Validate Unable To Login    ${INVALID_INVOICE_NUMBER}",This test case checks the validation for entering PayNOW without invoice number and unable to login with invoice without entering valid invoice number functionality of the PayNOW datadriver.,Validate Enter PayNOW Without Invoice Number And Unable To Login With Invalid Invoice
Generate a robot framework test case for testing to Validate Customer Is Able To Enter PayNOW Without Invoice Number And Unable To Process Payment For Invalid Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to enter PayNOW without invoice number and unable to process payment for invalid invoices functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVALID_INVOICE_NUMBER}    invalid_invoice_number

*** Test Cases ***
Validate Enter PayNOW Without Invoice Number And Unable To Process Invalid Invoices
    [Documentation]    Test case for validating that the customer is able to enter PayNOW without invoice number and unable to process payment for invalid invoices functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Attempt To Process Payment Without Invoice Number
    Validate Unable To Process Payment    ${INVALID_INVOICE_NUMBER}
    Attempt To Process Payment For Invalid Invoice
    Validate Unable To Process Payment    ${INVALID_INVOICE_NUMBER}",This test case checks the validation for entering PayNOW without invoice number and unable to process payment for invalid invoices functionality of the PayNOW datadriver.,Validate Enter PayNOW Without Invoice Number And Unable To Process Invalid Invoices
Generate a robot framework test case for testing to Validate Customer Is Able To Enter PayNOW Without Invoice Number And Unable to Process Payment By Loading Invalid Account Number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to enter PayNOW without invoice number and unable to process payment by loading invalid account number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVALID_ACCOUNT_NUMBER}    invalid_account_number

*** Test Cases ***
Validate Enter PayNOW Without Invoice Number And Unable To Process Payment With Invalid Account Number
    [Documentation]    Test case for validating that the customer is able to enter PayNOW without invoice number and unable to process payment by loading invalid account number functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Attempt To Process Payment Without Invoice Number
    Validate Unable To Process Payment    ${INVALID_ACCOUNT_NUMBER}
    Attempt To Process Payment With Invalid Account Number
    Validate Unable To Process Payment    ${INVALID_ACCOUNT_NUMBER}",This test case checks the validation for entering PayNOW without invoice number and unable to process payment by loading invalid account number functionality of the PayNOW datadriver.,Validate Enter PayNOW Without Invoice Number And Unable To Process Payment With Invalid Account Number
Generate a robot framework test case for testing to Validate Customer Is Able To Enter Into Paynow With Valid Credentials After Three Previous Failed Login Attempts functionality of the PayNOW datadriver.,"*** Settings *** 
Documentation   Test cases for validating that the customer is able to enter into PayNOW with valid credentials after three previous failed login attempts functionality of the PayNOW datadriver
Library         SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${VALID_CREDENTIALS}        valid_credentials
${INVALID_CREDENTIALS}      invalid_credentials

*** Test Cases ***
Validate Enter Paynow With Valid Credentials After Three Failed Login Attempts
    [Documentation]             Test case for validating that the customer is able to enter into PayNOW with valid credentials after three previous failed login attempts functionality of the PayNOW datadriver
    Launch PayNow Application   ${URL}
    Attempt Login With Invalid Credentials ${INVALID_CREDENTIALS}
    Attempt Login With Invalid Credentials ${INVALID_CREDENTIALS}
    Attempt Login With Invalid Credentials ${INVALID_CREDENTIALS}
    Attempt Login With Valid Credentials ${VALID_CREDENTIALS}
    Validate Successful Login",This test case checks the validation for entering into PayNOW with valid credentials after three previous failed login attempts functionality of the PayNOW datadriver.,Validate Enter Paynow With Valid Credentials After Three Failed Login Attempts
Generate a robot framework test case for testing to Validate Surcharge Cache Is Cleared When Customer Switches Payment Methods From Saved Credit Card To ACHorECheck functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the surcharge cache is cleared when the customer switches payment methods from saved credit card to ACHorECheck functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CREDIT_CARD_DETAILS}      credit_card_details
${ACH_DETAILS}              ach_details

*** Test Cases ***
Validate Surcharge Cache Cleared When Switching Payment Methods
    [Documentation] Test case for validating that the surcharge cache is cleared when the customer switches payment methods from saved credit card to ACHorECheck functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select Payment Method ${CREDIT_CARD_DETAILS}
    Validate Surcharge Applied
    Switch To ACHorECheck Payment Method ${ACH_DETAILS}
    Validate Surcharge Cache Cleared",This test case checks the validation for clearing the surcharge cache when the customer switches payment methods from saved credit card to ACHorECheck functionality of the PayNOW datadriver.,Validate Surcharge Cache Cleared When Switching Payment Methods
Generate a robot framework test case for testing to Validate Customer Discount Amount Is Applied On Total Due Amount If Payment Is Made Before The Terms Discount Date functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer discount amount is applied on total due amount if payment is made before the terms discount date functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DISCOUNT_DETAILS}         discount_details

*** Test Cases ***
Validate Discount Applied Before Terms Discount Date
    [Documentation] Test case for validating that the customer discount amount is applied on total due amount if payment is made before the terms discount date functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Validate Total Due Amount ${DISCOUNT_DETAILS}
    Make Payment Before Discount Date
    Validate Discount Applied",This test case checks the validation for applying customer discount amount on total due amount if payment is made before the terms discount date functionality of the PayNOW datadriver.,Validate Discount Applied Before Terms Discount Date
Generate a robot framework test case for testing to Validate Surcharge Is Applied As Per The State And This Is Added With Payment Amount To Get The Total Amount functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the surcharge is applied as per the state and this is added with payment amount to get the total amount functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${STATE_SURCHARGE_DETAILS}  state_surcharge_details

*** Test Cases ***
Validate Surcharge Applied As Per State
    [Documentation] Test case for validating that the surcharge is applied as per the state and this is added with payment amount to get the total amount functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Select State ${STATE_SURCHARGE_DETAILS}
    Validate Surcharge Applied
    Validate Total Amount Including Surcharge",This test case checks the validation for applying surcharge as per the state and this is added with payment amount to get the total amount functionality of the PayNOW datadriver.,Validate Surcharge Applied As Per State
Generate a robot framework test case for testing to Validate All Current Due Amount Invoice Are Selected When Customer Click On Current Due Amount Link In Outstanding Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all current due amount invoices are selected when customer clicks on current due amount link in outstanding invoice functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CURRENT_DUE_INVOICES}     current_due_invoices

*** Test Cases ***
Validate Current Due Amount Invoices Selected
    [Documentation] Test case for validating that all current due amount invoices are selected when customer clicks on current due amount link in outstanding invoice functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Current Due Amount Link
    Validate All Current Due Invoices Selected ${CURRENT_DUE_INVOICES}",This test case checks the validation for selecting all current due amount invoices when customer clicks on current due amount link in outstanding invoice functionality of the PayNOW datadriver.,Validate Current Due Amount Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due for 1-30 Days Are Selected When Customer Clicks On 1-30 Amount link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for 1-30 days are selected when customer clicks on 1-30 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_1_30_INVOICES}        due_1_30_invoices

*** Test Cases ***
Validate 1-30 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for 1-30 days are selected when customer clicks on 1-30 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click 1-30 Amount Link
    Validate All 1-30 Days Due Invoices Selected ${DUE_1_30_INVOICES}",This test case checks the validation for selecting all invoices due for 1-30 days when customer clicks on 1-30 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate 1-30 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due For 31-60 Days Are Selected When Customer Clicks On 31-60 Amount link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for 31-60 days are selected when customer clicks on 31-60 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_31_60_INVOICES}       due_31_60_invoices

*** Test Cases ***
Validate 31-60 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for 31-60 days are selected when customer clicks on 31-60 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click 31-60 Amount Link
    Validate All 31-60 Days Due Invoices Selected ${DUE_31_60_INVOICES}",This test case checks the validation for selecting all invoices due for 31-60 days when customer clicks on 31-60 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate 31-60 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due For 61-90 Days Are Selected When Customer Clicks On 61-90 Amount link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for 61-90 days are selected when customer clicks on 61-90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_61_90_INVOICES}       due_61_90_invoices

*** Test Cases ***
Validate 61-90 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for 61-90 days are selected when customer clicks on 61-90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click 61-90 Amount Link
    Validate All 61-90 Days Due Invoices Selected ${DUE_61_90_INVOICES}",This test case checks the validation for selecting all invoices due for 61-90 days when customer clicks on 61-90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate 61-90 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoices Due For Over 90 Days Are Selected When Customer Clicks On Over 90 Amount Link In Summary Of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices due for over 90 days are selected when customer clicks on over 90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${DUE_OVER_90_INVOICES}     due_over_90_invoices

*** Test Cases ***
Validate Over 90 Days Due Invoices Selected
    [Documentation] Test case for validating that all invoices due for over 90 days are selected when customer clicks on over 90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Over 90 Amount Link
    Validate All Over 90 Days Due Invoices Selected ${DUE_OVER_90_INVOICES}",This test case checks the validation for selecting all invoices due for over 90 days when customer clicks on over 90 amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate Over 90 Days Due Invoices Selected
Generate a robot framework test case for testing to Validate All Invoice Are Selected When Customer Clicks On Total Amount Link In Summary of Outstanding Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that all invoices are selected when customer clicks on total amount link in summary of outstanding invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${TOTAL_INVOICES}           total_invoices

*** Test Cases ***
Validate Total Amount Invoices Selected
    [Documentation] Test case for validating that all invoices are selected when customer clicks on total amount link in summary of outstanding invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Total Amount Link
    Validate All Invoices Selected ${TOTAL_INVOICES}",This test case checks the validation for selecting all invoices when customer clicks on total amount link in summary of outstanding invoices functionality of the PayNOW datadriver.,Validate Total Amount Invoices Selected
Generate a robot framework test case for testing to Validate That Customer Is Able To Expand And Collapse Line Items In Invoice Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to expand and collapse line items in invoice page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Expand And Collapse Line Items
    [Documentation] Test case for validating that the customer is able to expand and collapse line items in invoice page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Expand Line Items ${INVOICE_DETAILS}
    Collapse Line Items ${INVOICE_DETAILS}
    Validate Expand And Collapse Functionality",This test case checks the validation for expanding and collapsing line items in invoice page functionality of the PayNOW datadriver.,Validate Expand And Collapse Line Items
Generate a robot framework test case for testing to Validate Customer Is Unable To Login Into Paynow With Empty Account Number And Invoice Number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is unable to login into Paynow with empty account number and invoice number functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${EMPTY_CREDENTIALS}        empty_credentials

*** Test Cases ***
Validate Unable To Login With Empty Credentials
    [Documentation] Test case for validating that the customer is unable to login into Paynow with empty account number and invoice number functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Attempt Login With Empty Credentials ${EMPTY_CREDENTIALS}
    Validate Login Failure",This test case checks the validation for login failure with empty account number and invoice number functionality of the PayNOW datadriver.,Validate Unable To Login With Empty Credentials
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Click on Payment Secured Link And Close It functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to click on payment secured link and close it functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${PAYMENT_SECURED_LINK}     payment_secured_link

*** Test Cases ***
Validate Click And Close Payment Secured Link
    [Documentation] Test case for validating that the integrated customer is able to click on payment secured link and close it functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click Payment Secured Link ${PAYMENT_SECURED_LINK}
    Close Payment Secured Link
    Validate Link Closure",This test case checks the validation for clicking and closing the payment secured link functionality of the PayNOW datadriver.,Validate Click And Close Payment Secured Link
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Save Credit Card Payment Method For Future Use functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to save credit card payment method for future use functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CREDIT_CARD_DETAILS}      credit_card_details

*** Test Cases ***
Validate Save Credit Card For Future Use
    [Documentation] Test case for validating that the integrated customer is able to save credit card payment method for future use functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Enter Credit Card Details ${CREDIT_CARD_DETAILS}
    Save Credit Card For Future Use
    Validate Credit Card Saved",This test case checks the validation for saving credit card payment method for future use functionality of the PayNOW datadriver.,Validate Save Credit Card For Future Use
Generate a robot framework test case for testing to Validate Integrated Customer Able To Add Two or More Credit Cards For Future Use functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to add two or more credit cards for future use functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${CREDIT_CARD_1_DETAILS}    credit_card_1_details
${CREDIT_CARD_2_DETAILS}    credit_card_2_details

*** Test Cases ***
Validate Add Multiple Credit Cards For Future Use
    [Documentation] Test case for validating that the integrated customer is able to add two or more credit cards for future use functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Enter First Credit Card Details ${CREDIT_CARD_1_DETAILS}
    Save First Credit Card For Future Use
    Enter Second Credit Card Details ${CREDIT_CARD_2_DETAILS}
    Save Second Credit Card For Future Use
    Validate Multiple Credit Cards Saved",This test case checks the validation for adding two or more credit cards for future use functionality of the PayNOW datadriver.,Validate Add Multiple Credit Cards For Future Use
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Click On 'Find Routing Number' In ACHorEcheck functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the integrated customer is able to click on 'Find Routing Number' in ACHorEcheck functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${FIND_ROUTING_NUMBER_LINK} find_routing_number_link

*** Test Cases ***
Validate Click On 'Find Routing Number' Link
    [Documentation] Test case for validating that the integrated customer is able to click on 'Find Routing Number' in ACHorEcheck functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Click On 'Find Routing Number' Link ${FIND_ROUTING_NUMBER_LINK}
    Validate Routing Number Link Clicked",This test case checks the validation for clicking on 'Find Routing Number' in ACHorEcheck functionality of the PayNOW datadriver.,Validate Click On 'Find Routing Number' Link
Generate a robot framework test case for testing to Validate That The Customer Is Able To View Paid Payment Status On Invoice Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to view paid payment status on invoice page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate View Paid Payment Status On Invoice Page
    [Documentation] Test case for validating that the customer is able to view paid payment status on invoice page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    View Paid Payment Status ${INVOICE_DETAILS}
    Validate Paid Payment Status Viewed",This test case checks the validation for viewing paid payment status on invoice page functionality of the PayNOW datadriver.,Validate View Paid Payment Status On Invoice Page
Generate a robot framework test case for testing to Validate Customer Is Able Resume The Process Payment After Resolving Errors functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to resume the process payment after resolving errors functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${INVOICE_DETAILS}          invoice_details

*** Test Cases ***
Validate Resume Process Payment After Resolving Errors
    [Documentation] Test case for validating that the customer is able to resume the process payment after resolving errors functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Attempt Process Payment ${INVOICE_DETAILS}
    Resolve Errors
    Resume Process Payment
    Validate Process Payment Resumed",This test case checks the validation for resuming the process payment after resolving errors functionality of the PayNOW datadriver.,Validate Resume Process Payment After Resolving Errors
Generate a robot framework test case for testing to Validate Customer Is Able To Navigate To Gounified Website From PayNOW Application functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to navigate to Gounified website from PayNOW application functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${GOUNIFIED_URL}            gounified_url

*** Test Cases ***
Validate Navigate To Gounified Website
    [Documentation] Test case for validating that the customer is able to navigate to Gounified website from PayNOW application functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Gounified Website ${GOUNIFIED_URL}
    Validate Navigation Successful",This test case checks the validation for navigating to Gounified website from PayNOW application functionality of the PayNOW datadriver.,Validate Navigate To Gounified Website
Generate a robot framework test case for testing to Validate Customer Is Able To Navigate To PayNOW Application From Payment Receipt Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the customer is able to navigate to PayNOW application from payment receipt page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${CUSTOMER_DETAILS}         customer_details
${RECEIPT_PAGE}             receipt_page

*** Test Cases ***
Validate Navigate To PayNOW From Receipt Page
    [Documentation] Test case for validating that the customer is able to navigate to PayNOW application from payment receipt page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Customer Details ${CUSTOMER_DETAILS}
    Navigate To Receipt Page ${RECEIPT_PAGE}
    Navigate To PayNOW Application
    Validate Navigation Successful",This test case checks the validation for navigating to PayNOW application from payment receipt page functionality of the PayNOW datadriver.,Validate Navigate To PayNOW From Receipt Page
