Prompt,Response,Description,Testcase name
Generate a robot framework test case for testing to Validate Merchant Is Able To Process Payment By Selecting Non-Applied Payment functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to process payment by selecting non-applied payment functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Process Payment By Selecting Non-Applied Payment
    [Documentation] Test case for validating that the merchant is able to process payment by selecting non-applied payment functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Select Non-Applied Payment
    Process Payment",This test case checks the validation for processing payment by selecting non-applied payment functionality of the PayNOW datadriver.,Validate Process Payment By Selecting Non-Applied Payment
Generate a robot framework test case for testing to Validate Merchant Is Able To Process Payment By Selecting Specific Invoice functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to process payment by selecting specific invoice functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Process Payment By Selecting Specific Invoice
    [Documentation] Test case for validating that the merchant is able to process payment by selecting specific invoice functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Select Specific Invoice
    Process Payment",This test case checks the validation for processing payment by selecting specific invoice functionality of the PayNOW datadriver.,Validate Process Payment By Selecting Specific Invoice
Generate a robot framework test case for testing to Validate Merchant Is Able To View Transaction Details after Processing Form Virtual Terminal functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view transaction details after processing form virtual terminal functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Transaction Details After Processing Form Virtual Terminal
    [Documentation] Test case for validating that the merchant is able to view transaction details after processing form virtual terminal functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Transaction Details After Processing",This test case checks the validation for viewing transaction details after processing form virtual terminal functionality of the PayNOW datadriver.,Validate View Transaction Details After Processing Form Virtual Terminal
Generate a robot framework test case for testing to Validate Merchant Is Able To View Saved Credit Card Details functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view saved credit card details functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Saved Credit Card Details
    [Documentation] Test case for validating that the merchant is able to view saved credit card details functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Saved Credit Card Details",This test case checks the validation for viewing saved credit card details functionality of the PayNOW datadriver.,Validate View Saved Credit Card Details
Generate a robot framework test case for testing to Validate Merchant Is Able To View Saved ACH Details functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view saved ACH details functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Saved ACH Details
    [Documentation] Test case for validating that the merchant is able to view saved ACH details functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Saved ACH Details",This test case checks the validation for viewing saved ACH details functionality of the PayNOW datadriver.,Validate View Saved ACH Details
Generate a robot framework test case for testing to Validate Merchant Is Able To Process Payment Through Saved Payment Method functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to process payment through saved payment method functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Process Payment Through Saved Payment Method
    [Documentation] Test case for validating that the merchant is able to process payment through saved payment method functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Process Payment Through Saved Payment Method",This test case checks the validation for processing payment through saved payment method functionality of the PayNOW datadriver.,Validate Process Payment Through Saved Payment Method
Generate a robot framework test case for testing to Validate Merchant Is Able To Delete Saved Payment Details functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to delete saved payment details functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Delete Saved Payment Details
    [Documentation] Test case for validating that the merchant is able to delete saved payment details functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Delete Saved Payment Details",This test case checks the validation for deleting saved payment details functionality of the PayNOW datadriver.,Validate Delete Saved Payment Details
Generate a robot framework test case for testing to Validate Merchant Is Able To Navigate To Invoices Tab And View Open Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to navigate to invoices tab and view open invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Navigate To Invoices Tab And View Open Invoices
    [Documentation] Test case for validating that the merchant is able to navigate to invoices tab and view open invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Navigate To Invoices Tab
    View Open Invoices",This test case checks the validation for navigating to invoices tab and viewing open invoices functionality of the PayNOW datadriver.,Validate Navigate To Invoices Tab And View Open Invoices
Generate a robot framework test case for testing to Validate Merchant Is Able To View Only Past Due Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view only past due invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Only Past Due Invoices
    [Documentation] Test case for validating that the merchant is able to view only past due invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Only Past Due Invoices",This test case checks the validation for viewing only past due invoices functionality of the PayNOW datadriver.,Validate View Only Past Due Invoices
Generate a robot framework test case for testing to Validate Merchant Is Able To Navigate To Invoice Page From Invoice Tab functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to navigate to invoice page from invoice tab functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Navigate To Invoice Page From Invoice Tab
    [Documentation] Test case for validating that the merchant is able to navigate to invoice page from invoice tab functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Navigate To Invoice Page From Invoice Tab",This test case checks the validation for navigating to invoice page from invoice tab functionality of the PayNOW datadriver.,Validate Navigate To Invoice Page From Invoice Tab
Generate a robot framework test case for testing to Validate Merchant Is Able To Navigate To Invoice Delivery Tab functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to navigate to invoice delivery tab functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Navigate To Invoice Delivery Tab
    [Documentation] Test case for validating that the merchant is able to navigate to invoice delivery tab functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Navigate To Invoice Delivery Tab",This test case checks the validation for navigating to invoice delivery tab functionality of the PayNOW datadriver.,Validate Navigate To Invoice Delivery Tab
Generate a robot framework test case for testing to Validate Merchant Is Able To Change Data Range After Selecting All For Time Period Select Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to change data range after selecting all for time period select invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Change Data Range After Selecting All For Time Period Select Invoices
    [Documentation] Test case for validating that the merchant is able to change data range after selecting all for time period select invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Change Data Range After Selecting All For Time Period Select Invoices",This test case checks the validation for changing data range after selecting all for time period select invoices functionality of the PayNOW datadriver.,Validate Change Data Range After Selecting All For Time Period Select Invoices
Generate a robot framework test case for testing to Validate Merchant Is Able To Disable Send Email Receipt functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to disable send email receipt functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Disable Send Email Receipt
    [Documentation] Test case for validating that the merchant is able to disable send email receipt functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Disable Send Email Receipt",This test case checks the validation for disabling send email receipt functionality of the PayNOW datadriver.,Validate Disable Send Email Receipt
Generate a robot framework test case for testing to Validate Merchant Is Able To Send Email Receipt In Virtual Terminal functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to send email receipt in virtual terminal functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Send Email Receipt In Virtual Terminal
    [Documentation] Test case for validating that the merchant is able to send email receipt in virtual terminal functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Send Email Receipt In Virtual Terminal",This test case checks the validation for sending email receipt in virtual terminal functionality of the PayNOW datadriver.,Validate Send Email Receipt In Virtual Terminal
Generate a robot framework test case for testing to Validate Merchant Is Able To get Error Message When Process Payment Without Selecting Country functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to get error message when process payment without selecting country functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Error Message When Process Payment Without Selecting Country
    [Documentation] Test case for validating that the merchant is able to get error message when process payment without selecting country functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Process Payment Without Selecting Country
    Validate Error Message",This test case checks the validation for getting an error message when processing payment without selecting country functionality of the PayNOW datadriver.,Validate Error Message When Process Payment Without Selecting Country
Generate a robot framework test case for testing to Validate Merchant Is Able To View Error Message When Process Payment Without Entering Amount functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view error message when process payment without entering amount functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Error Message When Process Payment Without Entering Amount
    [Documentation] Test case for validating that the merchant is able to view error message when process payment without entering amount functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Process Payment Without Entering Amount
    Validate Error Message",This test case checks the validation for viewing an error message when processing payment without entering amount functionality of the PayNOW datadriver.,Validate Error Message When Process Payment Without Entering Amount
Generate a robot framework test case for testing to Validate Merchant Is Able To Resend Receipt With Valid Email id In virtual Terminal functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to resend receipt with valid email id in virtual terminal functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Resend Receipt With Valid Email id In virtual Terminal
    [Documentation] Test case for validating that the merchant is able to resend receipt with valid email id in virtual terminal functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Resend Receipt With Valid Email id In virtual Terminal",This test case checks the validation for resending receipt with valid email id in virtual terminal functionality of the PayNOW datadriver.,Validate Resend Receipt With Valid Email id In virtual Terminal
Generate a robot framework test case for testing to Validate Merchant Is Able To Cancel Resend Receipt functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to cancel resend receipt functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Cancel Resend Receipt
    [Documentation] Test case for validating that the merchant is able to cancel resend receipt functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Cancel Resend Receipt",This test case checks the validation for cancelling resend receipt functionality of the PayNOW datadriver.,Validate Cancel Resend Receipt
Generate a robot framework test case for testing to Validate Merchant Is Able To Send A Copy Email Receipt In virtual Terminal functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to send a copy email receipt in virtual terminal functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Send A Copy Email Receipt In virtual Terminal
    [Documentation] Test case for validating that the merchant is able to send a copy email receipt in virtual terminal functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Send A Copy Email Receipt In virtual Terminal",This test case checks the validation for sending a copy email receipt in virtual terminal functionality of the PayNOW datadriver.,Validate Send A Copy Email Receipt In virtual Terminal
Generate a robot framework test case for testing to Validate Merchant Is Able Close Transaction Confirmation Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to close transaction confirmation page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Close Transaction Confirmation Page
    [Documentation] Test case for validating that the merchant is able to close transaction confirmation page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Close Transaction Confirmation Page",This test case checks the validation for closing transaction confirmation page functionality of the PayNOW datadriver.,Validate Close Transaction Confirmation Page
Generate a robot framework test case for testing to Validate Merchant Is Able To Navigate To Resent Invoice Tab functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to navigate to resent invoice tab functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Navigate To Resent Invoice Tab
    [Documentation] Test case for validating that the merchant is able to navigate to resent invoice tab functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Navigate To Resent Invoice Tab",This test case checks the validation for navigating to resent invoice tab functionality of the PayNOW datadriver.,Validate Navigate To Resent Invoice Tab
Generate a robot framework test case for testing to Validate Merchant Is Able To Add Record functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to add record functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Add Record
    [Documentation] Test case for validating that the merchant is able to add record functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Add Record",This test case checks the validation for adding record functionality of the PayNOW datadriver.,Validate Add Record
Generate a robot framework test case for testing to Validate Merchant Is Able To Prevent Override functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to prevent override functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Prevent Override
    [Documentation] Test case for validating that the merchant is able to prevent override functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Prevent Override",This test case checks the validation for preventing override functionality of the PayNOW datadriver.,Validate Prevent Override
Generate a robot framework test case for testing to Validate Merchant Is Able To Edit Record functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to edit record functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Edit Record
    [Documentation] Test case for validating that the merchant is able to edit record functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Edit Record",This test case checks the validation for editing record functionality of the PayNOW datadriver.,Validate Edit Record
Generate a robot framework test case for testing to Validate Merchant Is Able To View Invoice Data With Date Filter In Virtual Terminal functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view invoice data with date filter in virtual terminal functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Invoice Data With Date Filter In Virtual Terminal
    [Documentation] Test case for validating that the merchant is able to view invoice data with date filter in virtual terminal functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Invoice Data With Date Filter In Virtual Terminal",This test case checks the validation for viewing invoice data with date filter in virtual terminal functionality of the PayNOW datadriver.,Validate View Invoice Data With Date Filter In Virtual Terminal
Generate a robot framework test case for testing to Validate Merchant Is Able To Select All Invoices In Virtual Terminal Tab functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to select all invoices in virtual terminal tab functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Select All Invoices In Virtual Terminal Tab
    [Documentation] Test case for validating that the merchant is able to select all invoices in virtual terminal tab functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Select All Invoices In Virtual Terminal Tab",This test case checks the validation for selecting all invoices in virtual terminal tab functionality of the PayNOW datadriver.,Validate Select All Invoices In Virtual Terminal Tab
Generate a robot framework test case for testing to Validate Merchant Is Able To View Customer Information functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view customer information functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Customer Information
    [Documentation] Test case for validating that the merchant is able to view customer information functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Customer Information",This test case checks the validation for viewing customer information functionality of the PayNOW datadriver.,Validate View Customer Information
Generate a robot framework test case for testing to Validate Merchant Is Able To View Surcharge Exempt In Customer Information functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view surcharge exempt in customer information functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Surcharge Exempt In Customer Information
    [Documentation] Test case for validating that the merchant is able to view surcharge exempt in customer information functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Surcharge Exempt In Customer Information",This test case checks the validation for viewing surcharge exempt in customer information functionality of the PayNOW datadriver.,Validate View Surcharge Exempt In Customer Information
Generate a robot framework test case for testing to Validate Merchant Is Able To View On Credit Hold Customers functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view on credit hold customers functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View On Credit Hold Customers
    [Documentation] Test case for validating that the merchant is able to view on credit hold customers functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View On Credit Hold Customers",This test case checks the validation for viewing on credit hold customers functionality of the PayNOW datadriver.,Validate View On Credit Hold Customers
Generate a robot framework test case for testing to Validate Merchant Is Unable To View Invoices In PayNOW When Disputed Is Enabled functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is unable to view invoices in PayNOW when disputed is enabled functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Unable To View Invoices In PayNOW When Disputed Is Enabled
    [Documentation] Test case for validating that the merchant is unable to view invoices in PayNOW when disputed is enabled functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Validate Unable To View Invoices In PayNOW When Disputed Is Enabled",This test case checks the validation for being unable to view invoices in PayNOW when disputed is enabled functionality of the PayNOW datadriver.,Validate Unable To View Invoices In PayNOW When Disputed Is Enabled
Generate a robot framework test case for testing to Validate Merchant Is Able To View Invoices In PayNOW When Disputed Is Disabled functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view invoices in PayNOW when disputed is disabled functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Invoices In PayNOW When Disputed Is Disabled
    [Documentation] Test case for validating that the merchant is able to view invoices in PayNOW when disputed is disabled functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Invoices In PayNOW When Disputed Is Disabled",This test case checks the validation for viewing invoices in PayNOW when disputed is disabled functionality of the PayNOW datadriver.,Validate View Invoices In PayNOW When Disputed Is Disabled
Generate a robot framework test case for testing to Validate Merchant Is Able To View Average Invoice Age And Credit Limit In Customer Dashboard functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view average invoice age and credit limit in customer dashboard functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Average Invoice Age And Credit Limit In Customer Dashboard
    [Documentation] Test case for validating that the merchant is able to view average invoice age and credit limit in customer dashboard functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Average Invoice Age And Credit Limit In Customer Dashboard",This test case checks the validation for viewing average invoice age and credit limit in customer dashboard functionality of the PayNOW datadriver.,Validate View Average Invoice Age And Credit Limit In Customer Dashboard
Generate a robot framework test case for testing to Validate Merchant Is Able To View Invoice Date And Due Date In Invoice Details Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view invoice date and due date in invoice details page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Invoice Date And Due Date In Invoice Details Page
    [Documentation] Test case for validating that the merchant is able to view invoice date and due date in invoice details page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Invoice Date And Due Date In Invoice Details Page",This test case checks the validation for viewing invoice date and due date in invoice details page functionality of the PayNOW datadriver.,Validate View Invoice Date And Due Date In Invoice Details Page
Generate a robot framework test case for testing to Validate Merchant Is Able To View Days Overdue And Due Amount In Invoice Details Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view days overdue and due amount in invoice details page functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Days Overdue And Due Amount In Invoice Details Page
    [Documentation] Test case for validating that the merchant is able to view days overdue and due amount in invoice details page functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Days Overdue And Due Amount In Invoice Details Page",This test case checks the validation for viewing days overdue and due amount in invoice details page functionality of the PayNOW datadriver.,Validate View Days Overdue And Due Amount In Invoice Details Page
Generate a robot framework test case for testing to Validate Merchant Is Able To View Email Clicked Date And Count In Email Details functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view email clicked date and count in email details functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Email Clicked Date And Count In Email Details
    [Documentation] Test case for validating that the merchant is able to view email clicked date and count in email details functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Email Clicked Date And Count In Email Details",This test case checks the validation for viewing email clicked date and count in email details functionality of the PayNOW datadriver.,Validate View Email Clicked Date And Count In Email Details
Generate a robot framework test case for testing to Validate Merchant Is Able To View Credit Count And Credit Amount functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to view credit count and credit amount functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate View Credit Count And Credit Amount
    [Documentation] Test case for validating that the merchant is able to view credit count and credit amount functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    View Credit Count And Credit Amount",This test case checks the validation for viewing credit count and credit amount functionality of the PayNOW datadriver.,Validate View Credit Count And Credit Amount
Generate a robot framework test case for testing to Validate Merchant Is Able To Cancel Payment Method functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to cancel payment method functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Cancel Payment Method
    [Documentation] Test case for validating that the merchant is able to cancel payment method functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Cancel Payment Method",This test case checks the validation for canceling payment method functionality of the PayNOW datadriver.,Validate Cancel Payment Method
Generate a robot framework test case for testing to Validate Merchant Is Able To Add New Payment Method When One Exists functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating that the merchant is able to add new payment method when one exists functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${MERCHANT_DETAILS}         merchant_details

*** Test Cases ***
Validate Add New Payment Method When One Exists
    [Documentation] Test case for validating that the merchant is able to add new payment method when one exists functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Merchant Details ${MERCHANT_DETAILS}
    Add New Payment Method When One Exists",This test case checks the validation for adding new payment method when one exists functionality of the PayNOW datadriver.,Validate Add New Payment Method When One Exists
