Prompt,Response,Description,Testcase name
Generate a robot framework test case for testing to Validate User Login functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating the user login functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${USER_LOGIN_DETAILS}       user_login_details

*** Test Cases ***
Validate User Login
    [Documentation] Test case for validating the user login functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter User Login Details ${USER_LOGIN_DETAILS}
    Validate Login Successful",This test case checks the validation for user login functionality of the PayNOW datadriver.,Validate User Login
Generate a robot framework test case for testing to Validate Omnicorp Autopay functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating the omnicorp autopay functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${OMNICORP_AUTOPAY_DETAILS} omnicorp_autopay_details

*** Test Cases ***
Validate Omnicorp Autopay
    [Documentation] Test case for validating the omnicorp autopay functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Omnicorp Autopay Details ${OMNICORP_AUTOPAY_DETAILS}
    Validate Autopay Setup",This test case checks the validation for omnicorp autopay functionality of the PayNOW datadriver.,Validate Omnicorp Autopay
Generate a robot framework test case for testing to Validate Omnicorp Open Invoices functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating the omnicorp open invoices functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${OMNICORP_INVOICE_DETAILS} omnicorp_invoice_details

*** Test Cases ***
Validate Omnicorp Open Invoices
    [Documentation] Test case for validating the omnicorp open invoices functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Omnicorp Invoice Details ${OMNICORP_INVOICE_DETAILS}
    Validate Open Invoices Displayed",This test case checks the validation for omnicorp open invoices functionality of the PayNOW datadriver.,Validate Omnicorp Open Invoices
Generate a robot framework test case for testing to Validate Omnicorp Scheduled Payments functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating the omnicorp scheduled payments functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${OMNICORP_SCHEDULED_DETAILS} omnicorp_scheduled_details

*** Test Cases ***
Validate Omnicorp Scheduled Payments
    [Documentation] Test case for validating the omnicorp scheduled payments functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter Omnicorp Scheduled Details ${OMNICORP_SCHEDULED_DETAILS}
    Validate Scheduled Payments",This test case checks the validation for omnicorp scheduled payments functionality of the PayNOW datadriver.,Validate Omnicorp Scheduled Payments
Generate a robot framework test case for testing to Validate Common API functionality of the PayNOW datadriver.,"*** Settings ***
Documentation          Test cases for validating the common API functionality of the PayNOW datadriver
Library                SeleniumLibrary

*** Variables ***
${URL}                      https://example.com/paynow
${API_DETAILS}              api_details

*** Test Cases ***
Validate Common API
    [Documentation] Test case for validating the common API functionality of the PayNOW datadriver
    Launch PayNow Application ${URL}
    Enter API Details ${API_DETAILS}
    Validate API Response",This test case checks the validation for common API functionality of the PayNOW datadriver.,Validate Common API
Generate a Robot Framework test case for testing to validate account number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating account number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${CUSTOMER_DETAILS}          customer_details
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            1
${PAYMENT_METHOD}            ACH / eCheck
${ACH_ECHECK_DETAILS}        ACH_ECHECK_DETAILS
${ERROR_MESSAGE}             customer_details.Error_Message

*** Test Cases ***
Validate Account Number Functionality Of PayNOW
    [Documentation]    Test case for validating account number functionality of the PayNOW datadriver
    Launch PayNow Application    ${NON_INTEGRATED_MERCHANT}
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${NON_INTEGRATED_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter ACH/ECheck Details    ${ACH_ECHECK_DETAILS}
    Validate Errors After Clicking On Process Invoice    ${ERROR_MESSAGE}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the account number validation functionality for the PayNOW datadriver.,Validate Account Number Functionality Of PayNOW
Generate a Robot Framework test case for testing to validate invoice number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating invoice number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${CUSTOMER_DETAILS}          customer_details
${PAYMENT_TYPE}              Lump Sum
${SPECIFIC_INVOICE}          specific_invoice
${ACH_ECHECK_DETAILS}        ACH_ECHECK_DETAILS
${ERROR_MESSAGE}             specific invoice.Error_Message

*** Test Cases ***
Validate Invoice Number Functionality Of PayNOW
    [Documentation]    Test case for validating invoice number functionality of the PayNOW datadriver
    Launch PayNow Application    ${NON_INTEGRATED_MERCHANT}
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${NON_INTEGRATED_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Click On Add Invoice    1
    Validate Invoice Details With Invalid Data    test_case_validation    ${SPECIFIC_INVOICE}
    Select Payment Method    ${ACH_ECHECK_DETAILS}
    Validate Errors After Clicking On Process Invoice    ${ERROR_MESSAGE}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the invoice number validation functionality for the PayNOW datadriver.,Validate Invoice Number Functionality Of PayNOW
Generate a Robot Framework test case for testing to validate credit card number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating credit card number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${CUSTOMER_DETAILS}          customer_details
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            1
${PAYMENT_METHOD}            Credit Card
${CREDITCARD_DETAILS}        creditcard_details
${ERROR_MESSAGE}             creditcard_details.Error_Message

*** Test Cases ***
Validate Credit Card Number Functionality Of PayNOW
    [Documentation]    Test case for validating credit card number functionality of the PayNOW datadriver
    Generate Random Customer Details
    Launch PayNow Application    ${NON_INTEGRATED_MERCHANT}
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${NON_INTEGRATED_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter Credit Card Values    ${CREDITCARD_DETAILS}
    Validate Errors After Clicking On Process Invoice    ${ERROR_MESSAGE}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the credit card number validation functionality for the PayNOW datadriver.,Validate Credit Card Number Functionality Of PayNOW
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Save All Account Type In ACHorEcheck Payment Method For Future Use functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that integrated customer is able to save all account types in ACHorEcheck payment method for future use functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${ACH_DETAILS}               ach_details

*** Test Cases ***
Validate Save All Account Types In ACHorEcheck Payment Method For Future Use
    [Documentation]    Test case for validating that integrated customer is able to save all account types in ACHorEcheck payment method for future use functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Add ACHorEcheck Payment Method    ${ACH_DETAILS}    All Account Types
    Validate Payment Method Saved Successfully",This test case checks the validation for saving all account types in ACHorEcheck payment method for future use functionality of the PayNOW datadriver.,Validate Save All Account Types In ACHorEcheck Payment Method For Future Use
Generate a Robot Framework test case for testing to validate routing number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating routing number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${CUSTOMER_DETAILS}          customer_details
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            1
${PAYMENT_METHOD}            ACH / eCheck
${ACH_ECHECK_DETAILS}        echeck_details
${ERROR_MESSAGE}             Ach.Error_Message

*** Test Cases ***
Validate Routing Number Functionality Of PayNOW
    [Documentation]    Test case for validating routing number functionality of the PayNOW datadriver
    Launch PayNow Application    ${NON_INTEGRATED_MERCHANT}
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${NON_INTEGRATED_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter ACH/ECheck Values    ${ACH_ECHECK_DETAILS}
    Validate Errors After Clicking On Process Invoice    ${ERROR_MESSAGE}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the routing number validation functionality for the PayNOW datadriver.,Validate Routing Number Functionality Of PayNOW
Generate a Robot Framework test case for testing to validate process payment with Visa Debit card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating process payment with Visa Debit card functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${CUSTOMER_DETAILS}          customer_details
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            1
${PAYMENT_METHOD}            Credit Card
${CREDITCARD_DETAILS}        creditcard_details
${ERROR_MESSAGE}             creditcard_details.Error_Message

*** Test Cases ***
Validate Process Payment With Visa Debit Card Functionality Of PayNOW
    [Documentation]    Test case for validating process payment with Visa Debit card functionality of the PayNOW datadriver
    Launch PayNow Application    ${NON_INTEGRATED_MERCHANT}
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${NON_INTEGRATED_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter Credit Card Values    ${CREDITCARD_DETAILS}
    Validate Errors After Clicking On Process Invoice    ${ERROR_MESSAGE}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the process payment functionality with Visa Debit card for the PayNOW datadriver.,Validate Process Payment With Visa Debit Card Functionality Of PayNOW
Generate a Robot Framework test case for testing to validate customer is unable to login into Paynow with invalid account number and valid or invalid invoice number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is unable to log in to PayNOW with an invalid account number and valid or invalid invoice number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${ACCOUNT_NUMBER}            login_details.Account_Number
${INVOICE_NUMBER}            login_details.Invoice_Number
${ERROR_MESSAGE}             login_details.Error_Message
${ACCOUNT_NO}                login_details.Account_No
${CUSTOMER_NAME}             login_details.Customer_Name

*** Test Cases ***
Validate Customer Is Unable To Login With Invalid Account Number And Valid Or Invalid Invoice Number
    [Documentation]    Test case for validating that the customer is unable to log in to PayNOW with an invalid account number and valid or invalid invoice number functionality of the PayNOW datadriver
    Launch PayNow Application    ${NON_INTEGRATED_MERCHANT}
    Enter Account Number And Invoice    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}
    Validate Error Message Is Displayed    ${ERROR_MESSAGE}
    Validate Account Number Is Displayed    ${ACCOUNT_NO}    ${CUSTOMER_NAME}",This test case checks the validation for customer login with an invalid account number and valid or invalid invoice number functionality of the PayNOW datadriver.,Validate Customer Is Unable To Login With Invalid Account Number And Valid Or Invalid Invoice Number
Generate a Robot Framework test case for testing to validate customer is unable to login without invoice number functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is unable to log in without an invoice number functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${OMNICORP_MERCHANT}         OMNICORP_MERCHANT
${ACCOUNT_NUMBER}            login_details.Account_Number
${ERROR_MESSAGE}             login_details.Error_Message1

*** Test Cases ***
Validate Customer Is Unable To Login Without Invoice Number
    [Documentation]    Test case for validating that the customer is unable to log in without an invoice number functionality of the PayNOW datadriver
    Launch PayNow Application    ${OMNICORP_MERCHANT}
    Enter Account Number And Invoice Number    ${ACCOUNT_NUMBER}
    Validate Error Message For Empty Details    ${ACCOUNT_NUMBER}
    Validate Error Message Is Displayed    ${ERROR_MESSAGE}",This test case checks the validation for customer login without an invoice number functionality of the PayNOW datadriver.,Validate Customer Is Unable To Login Without Invoice Number
Generate a Robot Framework test case for testing to validate merchant is able to schedule payment with master credit card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the merchant is able to schedule payment with Master Credit Card functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${OMNICORP_MERCHANT}         OMNICORP_MERCHANT
${ACCOUNT_NUMBER}            account_number
${INVOICE_NUMBER}            invoice_number
${CUSTOMER_DETAILS}          customer_details
${CREDIT_CARD_NUMBER}        Scheduled_Payments.Creditcard_Number
${EXPIRY_DATE}               Scheduled_Payments.Expiry_Date
${CVV}                       Scheduled_Payments.CVV
${SCHEDULED_STATUS}          Scheduled_Payments.Status

*** Test Cases ***
Validate Merchant Is Able To Schedule Payment With Master Credit Card
    [Documentation]    Test case for validating that the merchant is able to schedule payment with Master Credit Card functionality of the PayNOW datadriver
    Launch PayNow Application    ${OMNICORP_MERCHANT}
    Enter Account Number And Invoice    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${OMNICORP_MERCHANT}
    Select Payment Method    Credit Card
    Enter Credit Card Details    ${CREDIT_CARD_NUMBER}    ${EXPIRY_DATE}    ${CVV}
    Select Payment Date    today+1
    Create Schedule Payment
    Send Event To Process Schedule Payment    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}
    Validate Scheduled Payment Status    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}    ${SCHEDULED_STATUS}",This test case checks the validation for scheduling payment with Master Credit Card functionality of the PayNOW datadriver.,Validate Merchant Is Able To Schedule Payment With Master Credit Card
Generate a Robot Framework test case for testing to validate customer is able to process payment for CONNETICUT State (CT) with Credit card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to process payment for Connecticut State (CT) with Credit Card functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${STERLING_COOPER_MERCHANT}  STERLING_COOPER_MERCHANT
${ACCOUNT_NUMBER}            account_number
${INVOICE_NUMBER}            invoice_number
${STATES}                    states
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            1
${PAYMENT_METHOD}            Credit Card
${CREDIT_CARD_DETAILS}       CREDIT_CARD_DETAILS
${SURCHARGE_PERCENTAGE}      states.Surcharge_Percentage

*** Test Cases ***
Validate Customer Is Able To Process Payment For Connecticut State With Credit Card
    [Documentation]    Test case for validating that the customer is able to process payment for Connecticut State (CT) with Credit Card functionality of the PayNOW datadriver
    Send Request To Create Customer    ${STERLING_COOPER_MERCHANT}
    Send Request To Create Invoice For Customer    ${ACCOUNT_NUMBER}    ${STERLING_COOPER_MERCHANT}
    Launch PayNow Application    ${STERLING_COOPER_MERCHANT}
    Enter Account Number And Invoice    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}
    Enter Customer Details    ${STATES}    ${STERLING_COOPER_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter Credit Card Details    ${CREDIT_CARD_DETAILS}
    Validate Surcharge Percentage Should Be Equal    ${SURCHARGE_PERCENTAGE}",This test case checks the validation for processing payment for Connecticut State (CT) with Credit Card functionality of the PayNOW datadriver.,Validate Customer Is Able To Process Payment For Connecticut State With Credit Card
Generate a Robot Framework test case for testing to validate customer is able to process payment for MAINE State (ME) with Credit card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to process payment for Maine State (ME) with Credit Card functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${OMNICORP_MERCHANT}         OMNICORP_MERCHANT
${ACCOUNT_NUMBER}            account_number
${INVOICE_NUMBER}            invoice_number
${STATES}                    states
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            97.99
${PAYMENT_METHOD}            Credit Card
${CREDIT_CARD_DETAILS}       CREDIT_CARD_DETAILS
${SURCHARGE_PERCENTAGE}      states.Surcharge_Percentage

*** Test Cases ***
Validate Customer Is Able To Process Payment For Maine State With Credit Card
    [Documentation]    Test case for validating that the customer is able to process payment for Maine State (ME) with Credit Card functionality of the PayNOW datadriver
    Send Request To Create Customer    ${OMNICORP_MERCHANT}
    Send Request To Create Invoice For Customer    ${ACCOUNT_NUMBER}    ${OMNICORP_MERCHANT}
    Launch PayNow Application    ${OMNICORP_MERCHANT}
    Enter Account Number And Invoice    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}
    Enter Customer Details    ${STATES}    ${OMNICORP_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter Credit Card Details    ${CREDIT_CARD_DETAILS}
    Validate Surcharge Percentage Should Be Equal    ${SURCHARGE_PERCENTAGE}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the validation for processing payment for Maine State (ME) with Credit Card functionality of the PayNOW datadriver.,Validate Customer Is Able To Process Payment For Maine State With Credit Card
Generate a Robot Framework test case for testing to validate customer is able to process payment for MAINE State (ME) 2 with Credit card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to process payment for Maine State (ME) 2 with Credit Card functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${OMNICORP_MERCHANT}         OMNICORP_MERCHANT
${ACCOUNT_NUMBER}            account_number
${INVOICE_NUMBER}            invoice_number
${STATES}                    states
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            97.99
${PAYMENT_METHOD}            Credit Card
${CREDIT_CARD_DETAILS}       CREDIT_CARD_DETAILS
${SURCHARGE_PERCENTAGE}      states.Surcharge_Percentage

*** Test Cases ***
Validate Customer Is Able To Process Payment For Maine State 2 With Credit Card
    [Documentation]    Test case for validating that the customer is able to process payment for Maine State (ME) 2 with Credit Card functionality of the PayNOW datadriver
    Send Request To Create Customer    ${OMNICORP_MERCHANT}
    Send Request To Create Invoice For Customer    ${ACCOUNT_NUMBER}    ${OMNICORP_MERCHANT}
    Launch PayNow Application    ${OMNICORP_MERCHANT}
    Enter Account Number And Invoice    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}
    Enter Customer Details    ${STATES}    ${OMNICORP_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter Credit Card Details    ${CREDIT_CARD_DETAILS}
    Validate Surcharge Percentage Should Be Equal    ${SURCHARGE_PERCENTAGE}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the validation for processing payment for Maine State (ME) 2 with Credit Card functionality of the PayNOW datadriver.,Validate Customer Is Able To Process Payment For Maine State 2 With Credit Card
Generate a Robot Framework test case for testing to validate customer is able to schedule autopay payments on a Sunday of the week functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to schedule autopay payments on a Sunday of the week functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${OMNICORP_MERCHANT}         OMNICORP_MERCHANT
${ACCOUNT_NUMBER}            account_number
${INVOICE_NUMBER}            invoice_number
${PAYMENT_DETAILS_DAY}       Payment_details.Day
${CARD_NUMBER}               4111111111111111

*** Test Cases ***
Validate Customer Is Able To Schedule AutoPay Payments On A Sunday Of The Week
    [Documentation]    Test case for validating that the customer is able to schedule autopay payments on a Sunday of the week functionality of the PayNOW datadriver
    Send Request To Create Customer    ${OMNICORP_MERCHANT}
    Send Request To Create Invoice For Customer    ${ACCOUNT_NUMBER}    ${OMNICORP_MERCHANT}
    Login To PayNOW And Navigate To Autopay    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}
    Select Specific Day Of The Week    ${PAYMENT_DETAILS_DAY}
    Select Invoices Due For The Payment
    Enter Customer And Credit Card Details For Autopay    ${CARD_NUMBER}
    Validate Created AutoPay Details For Specific Day    Days of Week    ${PAYMENT_DETAILS_DAY}
    Send Request To Create AutoPay For Specific Day    ${ACCOUNT_NUMBER}    ${CARD_NUMBER}    ${PAYMENT_DETAILS_DAY}
    Validate Created AutoPay Details For Specific Day    All Invoices Due    ${PAYMENT_DETAILS_DAY}
    Validate AutoPay Origin In Scheduled Payments    ${ACCOUNT_NUMBER}    ${INVOICE_NUMBER}    AutoPay",This test case checks the validation for scheduling autopay payments on a Sunday of the week functionality of the PayNOW datadriver.,Validate Customer Is Able To Schedule AutoPay Payments On A Sunday Of The Week
Generate a Robot Framework test case for testing to validate customer is unable to process payment by a decline card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is unable to process payment by a declined card functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${CUSTOMER_DETAILS}          customer_details
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            1
${PAYMENT_METHOD}            Credit Card
${CARD_DETAILS}              card_details
${ERROR_MESSAGE}             card_details.Error_Message

*** Test Cases ***
Validate Customer Is Unable To Process Payment By A Declined Card
    [Documentation]    Test case for validating that the customer is unable to process payment by a declined card functionality of the PayNOW datadriver
    Launch PayNow Application    ${NON_INTEGRATED_MERCHANT}
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${NON_INTEGRATED_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter Credit Card Values    ${CARD_DETAILS}
    Validate Errors After Clicking On Process Invoice    ${ERROR_MESSAGE}",This test case checks the validation for processing payment by a declined card functionality of the PayNOW datadriver.,Validate Customer Is Unable To Process Payment By A Declined Card
Generate a Robot Framework test case for testing to validate non integrated customer is able to process the last statement payment using credit card functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that a non-integrated customer is able to process the last statement payment using credit card functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${NON_INTEGRATED_MERCHANT}   NON_INTEGRATED_MERCHANT
${CUSTOMER_DETAILS}          customer_details
${PAYMENT_TYPE}              Lump Sum
${LUMPSUM_AMOUNT}            1
${PAYMENT_METHOD}            Credit Card
${CREDIT_CARD_DETAILS}       CREDIT_CARD_DETAILS
${ACH_ECHECK_DETAILS}        ACH_ECHECK_DETAILS

*** Test Cases ***
Validate Non Integrated Customer Is Able To Process The Last Statement Payment Using Credit Card
    [Documentation]    Test case for validating that a non-integrated customer is able to process the last statement payment using credit card functionality of the PayNOW datadriver
    Generate Random Customer Details
    Enter Customer Details    ${CUSTOMER_DETAILS}    ${NON_INTEGRATED_MERCHANT}
    Select Payment Type    ${PAYMENT_TYPE}
    Enter Lumpsum Amount    ${LUMPSUM_AMOUNT}
    Select Payment Method    ${PAYMENT_METHOD}
    Enter Credit Card Details    ${CREDIT_CARD_DETAILS}
    Validate Total Charges Under Summary Of Payment    $1.03
    Process Invoice Payment
    Validate Payment Receipt Is Generated
    Select Payment Method    ACH / eCheck
    Enter ACH/ECheck Details    ${ACH_ECHECK_DETAILS}
    Process Invoice Payment
    Validate Payment Receipt Is Generated",This test case checks the validation for processing the last statement payment using credit card functionality of the PayNOW datadriver by a non-integrated customer.,Validate Non Integrated Customer Is Able To Process The Last Statement Payment Using Credit Card
Generate a robot framework test case for testing to Validate That Customer Is Able To Expand And Collapse Line Items With '+ & -' Icons In invoice Page functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that the customer is able to expand and collapse line items with '+ & -' icons in invoice page functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${INVOICE_DETAILS}           invoice_details

*** Test Cases ***
Validate Expand And Collapse Line Items In Invoice Page
    [Documentation]    Test case for validating that the customer is able to expand and collapse line items with '+ & -' icons in invoice page functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Navigate To Invoice Page
    Validate Expand Line Item    ${INVOICE_DETAILS}
    Validate Collapse Line Item    ${INVOICE_DETAILS}",This test case checks the validation for expanding and collapsing line items with '+ & -' icons in the invoice page functionality of the PayNOW datadriver.,Validate Expand And Collapse Line Items In Invoice Page
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Add Two Or More ACHoreCheck Payment Method Of Same Account Type For Future Use functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that integrated customer is able to add two or more ACHoreCheck payment method of same account type for future use functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${ACH_DETAILS}               ach_details

*** Test Cases ***
Validate Add Multiple ACHoreCheck Payment Methods For Future Use
    [Documentation]    Test case for validating that integrated customer is able to add two or more ACHoreCheck payment method of same account type for future use functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Add ACHoreCheck Payment Method    ${ACH_DETAILS}
    Validate Payment Method Added Successfully
    Add Another ACHoreCheck Payment Method    ${ACH_DETAILS}
    Validate Both Payment Methods Are Saved",This test case checks the validation for adding two or more ACHoreCheck payment methods of the same account type for future use functionality of the PayNOW datadriver.,Validate Add Multiple ACHoreCheck Payment Methods For Future Use
Generate a robot framework test case for testing to Validate Integrated Customer Is Able To Save ACHorEcheck For Future Use With Account Type - Business Savings functionality of the PayNOW datadriver.,"*** Settings ***
Documentation    Test cases for validating that integrated customer is able to save ACHorEcheck for future use with account type - Business Savings functionality of the PayNOW datadriver
Library          SeleniumLibrary

*** Variables ***
${URL}                       https://example.com/paynow
${CUSTOMER_DETAILS}          customer_details
${ACH_DETAILS}               ach_details

*** Test Cases ***
Validate Save ACHorEcheck For Future Use With Business Savings
    [Documentation]    Test case for validating that integrated customer is able to save ACHorEcheck for future use with account type - Business Savings functionality of the PayNOW datadriver
    Launch PayNow Application    ${URL}
    Enter Customer Details    ${CUSTOMER_DETAILS}
    Add ACHorEcheck Payment Method    ${ACH_DETAILS}    Business Savings
    Validate Payment Method Saved Successfully",This test case checks the validation for saving ACHorEcheck for future use with account type - Business Savings functionality of the PayNOW datadriver.,Validate Save ACHorEcheck For Future Use With Business Savings
